sku,nombre,estado_actual,ruta_imagen_actual,ubicacion,notas
prod-00545,LUBRICANTE INTIMO DUREX 50G,ok,imagenesmedimentos/reales/prod-00545.jpg,reales,
prod-00546,LUBRICANTE INTIMO K-Y 100G,ok,imagenesmedimentos/reales/prod-00546.jpg,reales,
prod-00548,LUBRICANTE INTIMO K-Y 15G,ok,imagenesmedimentos/reales/prod-00548.jpg,reales,
prod-00547,LUBRICANTE INTIMO K-Y 50G,ok,imagenesmedimentos/reales/prod-00547.webp,reales,
prod-00506,LUBRIDERM HUMECTANTE DIA 120ML,ok,imagenesmedimentos/reales/prod-00506.jpg,reales,
prod-00505,LUBRIDERM HUMECTANTE DIA 400ML,ok,imagenesmedimentos/reales/prod-00505.jpg,reales,
prod-00425,LUMBAL FORTE 6 TABLETAS,corregida,imagenesmedimentos/reales/prod-00425.jpg,reales,"QA visual: caja muestra 36 tabletas, producto declarado son 6 tabletas; Fase 2: reemplazada desde fuente permitida (https://www.larebajavirtual.com/kit-lumbal-forte-101983/p?srsltid=AfmBOooHULasFfydnLhicC_bW3HosbfayNcJzQc42W1Z3bUsY47z5R_t); QA2 tras Fase 2: sigue sin coincidir (caja 36 tabletas, no 6); imagen descartada movida a _descartadas_qa2/; Fase 2 (dominios ampliados, ronda pre-nuevos-dominios): reemplazada y confirmada por QA visual"
prod-00484,MENTICOL AMARILLO 250ML + 60ML,ok,imagenesmedimentos/reales/prod-00484.jpg,reales,
prod-00633,METOCARBAMOL 750MG ANGLOPHARMA,ok,imagenesmedimentos/reales/prod-00633.png,reales,
prod-00304,METOCLOPRAMIDA 4MG/ML GOTAS 30ML,ok,imagenesmedimentos/reales/prod-00304.jpg,reales,
prod-00308,METRONIDAZOL 500MG EC TABLETAS,ok,imagenesmedimentos/reales/prod-00308.jpg,reales,
prod-00442,METRONIST OVULOS COLMED,ok,imagenesmedimentos/reales/prod-00442.png,reales,
prod-00502,MICROPORE KENNEDY PIEL 1/2X5,sin_resolver,imagenesmedimentos/genericas/otros.svg,genericas,Fase 2: sin coincidencia confiable en fuentes permitidas
prod-00503,MICROPORE KENNEDY PIEL 1X5,sin_resolver,imagenesmedimentos/genericas/otros.svg,genericas,Fase 2: sin coincidencia confiable en fuentes permitidas
prod-00540,MICROPORE SUPREME 1/2 X5,corregida,imagenesmedimentos/reales/prod-00540.jpg,reales,"QA visual: foto muestra venda elastica Supreme, no cinta Micropore; Fase 2: reemplazada desde fuente permitida (https://www.drogueriascafam.com.co/protector-cutaneo/33666-venda-elastica-supreme-7707710160477.html?srsltid=AfmBOorqz8EH79DHhj9ukZ4StSiBLQ9841TDh3P1u9laTxq83X1VM_Yf); QA2 tras Fase 2: sigue sin coincidir (venda elastica Supreme, no micropore); imagen descartada movida a _descartadas_qa2/; QA visual (candidato pre-nuevos-dominios): sigue sin coincidir, va a cola de reintento con nuevas fuentes; Fase 2 reintento 2 (dominios ampliados: Colsubsidio/Olimpica/San Jorge/Exito): confirmada por QA visual"
prod-00541,MICROPORE SUPREME 1X1,sin_resolver,imagenesmedimentos/genericas/otros.svg,genericas,Fase 2: sin coincidencia confiable en fuentes permitidas
prod-00693,MIEL DE ABEJAS LA ESPERANZA 355G,sin_resolver,imagenesmedimentos/genericas/otros.svg,genericas,Fase 2: sin coincidencia confiable en fuentes permitidas
prod-00845,MINOXIDIL 5% 60ML LAPROFF,ok,imagenesmedimentos/reales/prod-00845.jpg,reales,
prod-00083,MUCOSINA GOTAS PEDIATRICA 30ML,ok,imagenesmedimentos/reales/prod-00083.jpg,reales,
prod-00438,NESTLE NESTUM 5 CEREALES 200G,ok,imagenesmedimentos/reales/prod-00438.jpg,reales,
prod-00437,NESTLE NESTUM TRIGO MIEL 200G,ok,imagenesmedimentos/reales/prod-00437.jpg,reales,
prod-00436,"NESTLE NESTUM TRIGO, BANANO 200G",corregida,imagenesmedimentos/reales/prod-00436.jpg,reales,"QA visual: foto muestra sabor Trigo Miel, producto es sabor Trigo Banano; Fase 2: reemplazada desde fuente permitida (https://www.farmatodo.com.co/producto/1038201-cereal-nestum-de-trigo-manzana-y)"
prod-00607,NEUROBION DC X3 JERINGAS,ok,imagenesmedimentos/reales/prod-00607.jpg,reales,
prod-00321,NEUROBION INYECTABLE OFERTA,ok,imagenesmedimentos/reales/prod-00321.jpg,reales,
prod-00287,NISTATINA SUSPENSION 60ML,ok,imagenesmedimentos/reales/prod-00287.webp,reales,
prod-00618,NITAZOXADINA 500MG NITOFAR,corregida,imagenesmedimentos/reales/prod-00618.jpg,reales,"Fase 2: sin coincidencia confiable en fuentes permitidas; Fase 2 reintento 3 (12 fuentes, incl. Tu Drogueria Virtual): confirmada por QA visual"
prod-00747,NORAVER GARGANTA NARANJA MIEL,ok,imagenesmedimentos/reales/prod-00747.png,reales,
prod-00620,OFERTA ACID MANTLE + BABY BALM,ok,imagenesmedimentos/reales/prod-00620.jpg,reales,
prod-00559,OFERTA PONDS CLARANT B3 100G,sin_resolver,imagenesmedimentos/genericas/otros.svg,genericas,"Fase 2: sin coincidencia confiable en fuentes permitidas; QA visual (candidato pre-nuevos-dominios): sigue sin coincidir, va a cola de reintento con nuevas fuentes; Fase 2 reintento 2 (dominios ampliados): candidato encontrado pero sigue sin coincidir tras QA visual; Fase 2 reintento 3 (12 fuentes): candidato encontrado pero sigue sin coincidir tras QA visual - agotadas las fuentes permitidas disponibles"
prod-00558,OFERTA PONDS REJUVENS 100G,ok,imagenesmedimentos/reales/prod-00558.jpg,reales,
prod-00320,ORLISTAT 120 MG COLMED,ok,imagenesmedimentos/reales/prod-00320.png,reales,
prod-00427,ORLISTAT 120MG ECAR,ok,imagenesmedimentos/reales/prod-00427.jpg,reales,
prod-00513,OTICAINA BENZOCAINA GOTAS SANF,ok,imagenesmedimentos/reales/prod-00513.jpg,reales,
prod-00222,OTIRILIN SOLUCION OTICA 13ML,ok,imagenesmedimentos/reales/prod-00222.png,reales,
prod-00286,OTOGLICAR GLICERINA CARBO 30ML,ok,imagenesmedimentos/reales/prod-00286.jpg,reales,
prod-00499,OXIGENTA IGORA 30 VOL 9%,ok,imagenesmedimentos/reales/prod-00499.jpg,reales,
prod-00443,PANTOPRAZOL 20MG COLMED 30TABL,sin_resolver,imagenesmedimentos/genericas/otros.svg,genericas,"QA visual: foto muestra Pantoprazol de laboratorio MK, no Colmed como indica el nombre; Fase 2: reemplazada desde fuente permitida (https://www.farmatodo.com.co/producto/1053677-pantoprazol-colmed-20mg-x-30-tabletas); QA2 tras Fase 2: sigue sin coincidir (marca no coincide con Colmed); imagen descartada movida a _descartadas_qa2/; QA visual (candidato pre-nuevos-dominios): sigue sin coincidir, va a cola de reintento con nuevas fuentes; Fase 2 reintento 2 (dominios ampliados): candidato encontrado pero sigue sin coincidir tras QA visual; Fase 2 reintento 3 (12 fuentes): candidato encontrado pero sigue sin coincidir tras QA visual - agotadas las fuentes permitidas disponibles"
prod-00673,PAPA MARGARITA SURTIDA 25G,sin_resolver,imagenesmedimentos/genericas/otros.svg,genericas,"Fase 2: sin coincidencia confiable en fuentes permitidas; QA visual (candidato pre-nuevos-dominios): sigue sin coincidir, va a cola de reintento con nuevas fuentes; Fase 2 reintento 2 (dominios ampliados): candidato encontrado pero sigue sin coincidir tras QA visual; Fase 2 reintento 3 (12 fuentes): candidato encontrado pero sigue sin coincidir tras QA visual - agotadas las fuentes permitidas disponibles"
prod-00049,PEDIALITE ACTIVE CEREZA 500 ML,ok,imagenesmedimentos/reales/prod-00049.jpg,reales,
prod-00796,PEDIALITE FRESA CON ZINC 60,ok,imagenesmedimentos/reales/prod-00796.png,reales,
prod-00795,PEDIALITE UVA CON ZINC 60,ok,imagenesmedimentos/reales/prod-00795.jpg,reales,
prod-00130,PEDIASURE LIQ. VAINILLA 220ML,ok,imagenesmedimentos/reales/prod-00130.webp,reales,
prod-00866,PEDIASURE POLVO 850G,ok,imagenesmedimentos/reales/prod-00866.jpg,reales,
prod-00717,PESTAÑINA VOGUE CURVAS PERFECT,ok,imagenesmedimentos/reales/prod-00717.png,reales,
prod-00325,PLURIGRAM 500MG TABLETAS 10,ok,imagenesmedimentos/reales/prod-00325.jpg,reales,
prod-00710,POLVO COMPA VOGUE,sin_resolver,imagenesmedimentos/genericas/otros.svg,genericas,"QA visual: foto muestra polvo compacto marca Ana María, no Vogue; Fase 2: reemplazada desde fuente permitida (https://www.farmatodo.com.co/producto/1052841-polvo-jolie-de-vogue); QA2 tras Fase 2: sigue sin coincidir (marca Ana Maria, no Vogue); imagen descartada movida a _descartadas_qa2/; QA visual (candidato pre-nuevos-dominios): sigue sin coincidir, va a cola de reintento con nuevas fuentes; Fase 2 reintento 2 (dominios ampliados): candidato encontrado pero sigue sin coincidir tras QA visual; Fase 2 reintento 3 (12 fuentes): candidato encontrado pero sigue sin coincidir tras QA visual - agotadas las fuentes permitidas disponibles"
prod-00353,POLVO MEXSANA ANTIBA 150G,ok,imagenesmedimentos/reales/prod-00353.jpg,reales,
prod-00354,POLVO MEXSANA ANTIBA 85G,ok,imagenesmedimentos/reales/prod-00354.jpg,reales,
prod-00895,POLVO MEXSANA PROMO PACK 150G+80G,ok,imagenesmedimentos/reales/prod-00895.png,reales,
prod-00301,POSTDAY 1 -1-5MG,ok,imagenesmedimentos/reales/prod-00301.jpg,reales,
prod-00004,POSTINOR 1 TABLETA 1.5MG,ok,imagenesmedimentos/reales/prod-00004.jpg,reales,
prod-00312,PREDNISOLONA 5MG LAPROFF 10 TA,sin_resolver,imagenesmedimentos/genericas/otros.svg,genericas,"QA visual: foto muestra Prednisolona Coaspharma 30 tabletas, no Laproff 10 tabletas; Fase 2: reemplazada desde fuente permitida (https://www.farmalisto.com.co/formulados/45868-comprar-prednisolona-5-mg-caja-con-300-tabletas-rx-precio-7703712035355.html?srsltid=AfmBOoqKCkkmSeLzxuZpg3yh8D-IUp5U81-Z8G2h-yyX8b0ahsf4ho1q); QA2 tras Fase 2: sigue sin coincidir (marca Coaspharma 300 tabl, no Laproff 10); imagen descartada movida a _descartadas_qa2/; QA visual (candidato pre-nuevos-dominios): sigue sin coincidir, va a cola de reintento con nuevas fuentes; Fase 2 reintento 2 (dominios ampliados): candidato encontrado pero sigue sin coincidir tras QA visual; Fase 2 reintento 3 (12 fuentes): candidato encontrado pero sigue sin coincidir tras QA visual - agotadas las fuentes permitidas disponibles"
prod-00403,PRESERVATIVO TODAY HOT SENSATI,ok,imagenesmedimentos/reales/prod-00403.png,reales,
prod-00404,PRESERVATIVO TODAY LONG ACTION,ok,imagenesmedimentos/reales/prod-00404.jpg,reales,
prod-00405,PRESERVATIVO TODAY MUTUAL SENS,corregida,imagenesmedimentos/reales/prod-00405.webp,reales,"QA visual: foto muestra condón Today Lubricado, no variante Mutual Sensation; Fase 2: reemplazada desde fuente permitida (https://www.farmatodo.com.co/producto/1003300-today-condones-lubricado-3-und)"
prod-00400,PRESERVATIVO TODAY PUNTO G,ok,imagenesmedimentos/reales/prod-00400.webp,reales,
prod-00402,PRESERVATIVO TODAY REAL SENSAT,ok,imagenesmedimentos/reales/prod-00402.jpg,reales,
prod-00401,PRESERVATIVO TODAY TRIPLE PLAC,ok,imagenesmedimentos/reales/prod-00401.jpg,reales,
prod-00460,PRESERVATIVOS EXTASIS LUBRICAD,sin_resolver,imagenesmedimentos/genericas/otros.svg,genericas,"QA visual: foto muestra condones marca Today, no marca Extasis; Fase 2: reemplazada desde fuente permitida (https://www.cruzverde.com.co/preservativo-latex-lubricados-excitante-caja-6-piel/COCV_578632.html); QA2 tras Fase 2: sigue sin coincidir (marca Piel, no Extasis); imagen descartada movida a _descartadas_qa2/; Fase 2 reintento 2 (dominios ampliados): candidato encontrado pero sigue sin coincidir tras QA visual"
prod-00392,PRESERVATIVOS XTREM NORMAL LUB,ok,imagenesmedimentos/reales/prod-00392.jpg,reales,
prod-00712,PRESTOBARBA GILLETTE NARANJA,sin_resolver,imagenesmedimentos/genericas/otros.svg,genericas,OJO: script.js fuerza la imagen 'imagenesmedimentos/desoderantegillette82gx2.png' para este SKU sin importar productos.json; Fase 2: sin coincidencia confiable en fuentes permitidas; Fase 2 reintento 2 (dominios ampliados): candidato encontrado pero sigue sin coincidir tras QA visual; Fase 2 reintento 3 (12 fuentes): candidato encontrado pero sigue sin coincidir tras QA visual - agotadas las fuentes permitidas disponibles
prod-00601,PROWHEY KALORI 200ML LIQUIDO,sin_resolver,imagenesmedimentos/genericas/otros.svg,genericas,"QA visual: foto muestra lata de polvo Prowhey, no presentación líquida de 200ml; Fase 2: reemplazada desde fuente permitida (https://www.farmatodo.com.co/producto/217700139-prowhey-kalori-lata-460gr); QA2 tras Fase 2: sigue sin coincidir (lata de polvo, no envase liquido 200ml); imagen descartada movida a _descartadas_qa2/; QA visual (candidato pre-nuevos-dominios): sigue sin coincidir, va a cola de reintento con nuevas fuentes; Fase 2 reintento 2 (dominios ampliados): candidato encontrado pero sigue sin coincidir tras QA visual; Fase 2 reintento 3 (12 fuentes): candidato encontrado pero sigue sin coincidir tras QA visual - agotadas las fuentes permitidas disponibles"
prod-00600,PROWHEY KALORI 460G,corregida,imagenesmedimentos/reales/prod-00600.webp,reales,"QA visual: foto muestra empaque de 900g, no coincide con 460g del nombre; Fase 2: reemplazada desde fuente permitida (https://www.drogueriascafam.com.co/nutricion/31439-comprar-en-cafam-prowhey-kalori-sabor-vainilla-lata-con-460-g-precio-7709729471735.html?srsltid=AfmBOooNqQTqgEVkA6ms6zFI4gLRuIbb8e5iTbJInBvn2bIAN5zIPLMZ); QA2 tras Fase 2: sigue sin coincidir (etiqueta muestra 900g, no 460g); imagen descartada movida a _descartadas_qa2/; Fase 2 (dominios ampliados, ronda pre-nuevos-dominios): reemplazada y confirmada por QA visual"
prod-00390,PRUEBA DE EMBARAZO CASSET ALL SET,sin_resolver,imagenesmedimentos/genericas/otros.svg,genericas,"QA visual: foto muestra prueba de embarazo marca Indiker, no marca All Set; Fase 2: reemplazada desde fuente permitida (https://www.larebajavirtual.com/prueba-rapida-embarazo-cassette-indiker-157394/p?srsltid=AfmBOooxYpnS-pmnOZsBc-zkvPPVYihRZ7UDPAgBzQ6rHGclkgEVADgd); QA2 tras Fase 2: sigue sin coincidir (marca Indiker, no All Set); imagen descartada movida a _descartadas_qa2/; Fase 2 reintento 3 (12 fuentes): candidato encontrado pero sigue sin coincidir tras QA visual - agotadas las fuentes permitidas disponibles"
prod-00391,PRUEBA DE EMBARAZO TIRA ALL SE,sin_resolver,imagenesmedimentos/genericas/otros.svg,genericas,"QA visual: foto muestra test digital Clearblue, no tira marca All Set; Fase 2: reemplazada desde fuente permitida (https://www.farmatodo.com.co/a/p/prueba-embarazo.html); QA2 tras Fase 2: sigue sin coincidir (Clearblue digital, no tira All Set); imagen descartada movida a _descartadas_qa2/; QA visual (candidato pre-nuevos-dominios): sigue sin coincidir, va a cola de reintento con nuevas fuentes; Fase 2 reintento 2 (dominios ampliados): candidato encontrado pero sigue sin coincidir tras QA visual; Fase 2 reintento 3 (12 fuentes): candidato encontrado pero sigue sin coincidir tras QA visual - agotadas las fuentes permitidas disponibles"
prod-00202,REDOXON TOTAL EFER 10 COMPRIMI,sin_resolver,imagenesmedimentos/genericas/otros.svg,genericas,Fase 2: sin coincidencia confiable en fuentes permitidas
prod-00106,RELAXMENT PLUS 500 MG 30 TABLE,sin_resolver,imagenesmedimentos/genericas/otros.svg,genericas,Fase 2: sin coincidencia confiable en fuentes permitidas
prod-00105,RELAXMENT PLUS 500MG 20 TABLE,sin_resolver,imagenesmedimentos/genericas/otros.svg,genericas,Fase 2: sin coincidencia confiable en fuentes permitidas
prod-00731,REMOVEDOR LANDER + OBSE,sin_resolver,imagenesmedimentos/genericas/otros.svg,genericas,Fase 2: sin coincidencia confiable en fuentes permitidas
prod-00524,SECNIDAZOL 1GR 2 TABLE LA SANT,ok,imagenesmedimentos/reales/prod-00524.jpg,reales,
prod-00525,SECNIDAZOL 500MG LA SANTE 4 TA,ok,imagenesmedimentos/reales/prod-00525.jpg,reales,
prod-00609,SERVICIO INYECTOLOGIA,ok,imagenesmedimentos/reales/prod-00609.jpg,reales,
prod-00107,SEVEDOL EXTRA FUERTE 16 TABL,ok,imagenesmedimentos/reales/prod-00107.jpg,reales,
prod-00108,SEVEDOL EXTRA FUERTE 8 TABLETA,ok,imagenesmedimentos/reales/prod-00108.jpg,reales,
prod-00751,SHAMPO DREAM LISO ELVIVE 370ML,sin_resolver,imagenesmedimentos/genericas/otros.svg,genericas,Fase 2: sin coincidencia confiable en fuentes permitidas
prod-00755,SHAMPO GLYCOLIC CRISTAL ELVIVE,sin_resolver,imagenesmedimentos/genericas/otros.svg,genericas,Fase 2: sin coincidencia confiable en fuentes permitidas
prod-00450,SHAMPO HEAD & SHOULDERS 180ML,ok,imagenesmedimentos/reales/prod-00450.jpg,reales,
prod-00753,SHAMPO HIALURONICO PURE ELVIVE,corregida,imagenesmedimentos/reales/prod-00753.png,reales,"Fase 2: sin coincidencia confiable en fuentes permitidas; Fase 2 (dominios ampliados, ronda pre-nuevos-dominios): reemplazada y confirmada por QA visual"
prod-00752,SHAMPO HIDRAHIALURONICO ELVIVE,ok,imagenesmedimentos/reales/prod-00752.png,reales,
prod-00774,SHAMPO PANTENE BAMBU 400ML,ok,imagenesmedimentos/reales/prod-00774.jpg,reales,
prod-00790,SHAMPO SAVITAL 510ML FUSION PR,ok,imagenesmedimentos/reales/prod-00790.jpg,reales,
prod-00888,SIETE FACTORES DE TRANSF 650MG,sin_resolver,imagenesmedimentos/genericas/otros.svg,genericas,Fase 2: sin coincidencia confiable en fuentes permitidas
prod-00428,SILDENADIL 50MG LA SANTE,ok,imagenesmedimentos/reales/prod-00428.png,reales,
prod-00564,SOLUCION SALINA INYECTA 250ML,corregida,imagenesmedimentos/reales/prod-00564.jpg,reales,Fase 2: sin coincidencia confiable en fuentes permitidas; Fase 2 reintento 2 (dominios ampliados: Colsubsidio/Olimpica/San Jorge/Exito): confirmada por QA visual
prod-00605,SOUXA NITAZOXANIDA SUSPENSION,sin_resolver,imagenesmedimentos/genericas/otros.svg,genericas,"QA visual: foto muestra Nitazoxanida marca MK, no marca Souxa; Fase 2: reemplazada desde fuente permitida (https://www.locatelcolombia.com/7702057060916-nitazoxanida-mk-100-5ml-granulado-suspension-oral-frasco-x-60ml-1/p); QA2 tras Fase 2: sigue sin coincidir (marca MK, no Souxa); imagen descartada movida a _descartadas_qa2/; QA visual (candidato pre-nuevos-dominios): sigue sin coincidir, va a cola de reintento con nuevas fuentes; Fase 2 reintento 2 (dominios ampliados): candidato encontrado pero sigue sin coincidir tras QA visual; Fase 2 reintento 3 (12 fuentes): candidato encontrado pero sigue sin coincidir tras QA visual - agotadas las fuentes permitidas disponibles"
prod-00177,SULFATO FERROSO 200 MG 50 GRAG,ok,imagenesmedimentos/reales/prod-00177.png,reales,
prod-00313,SULFATO FERROSO 300MG,ok,imagenesmedimentos/reales/prod-00313.jpg,reales,
prod-00583,SULZINC 80ML SUSPENSION HUMA,ok,imagenesmedimentos/reales/prod-00583.jpg,reales,
prod-00689,SURELAB CHILDREN´S POLVO VAINI,sin_resolver,imagenesmedimentos/genericas/otros.svg,genericas,Fase 2: sin coincidencia confiable en fuentes permitidas
prod-00228,SYSTANE BALANCE GOTAS 10ML,ok,imagenesmedimentos/reales/prod-00228.png,reales,
prod-00229,SYSTANE COMPLETE GOTAS 10ML,ok,imagenesmedimentos/reales/prod-00229.jpg,reales,
prod-00314,TADALOFILO 20MG,sin_resolver,imagenesmedimentos/genericas/otros.svg,genericas,Fase 2: sin coincidencia confiable en fuentes permitidas
prod-00715,TALCO JOHNSON 100G,ok,imagenesmedimentos/reales/prod-00715.jpg,reales,
prod-00550,TALCO YODORA 60G,ok,imagenesmedimentos/reales/prod-00550.jpg,reales,
prod-00792,TAMPON NOSOTRAS SUPER 8UNIDA,ok,imagenesmedimentos/reales/prod-00792.jpg,reales,
prod-00179,TAMPONES NOSOTRAS 8 CON APLICA,ok,imagenesmedimentos/reales/prod-00179.png,reales,
prod-00646,TE HATSU SURTIDO 450ML,sin_resolver,imagenesmedimentos/genericas/otros.svg,genericas,Fase 2: sin coincidencia confiable en fuentes permitidas; Fase 2 reintento 2 (dominios ampliados): candidato encontrado pero sigue sin coincidir tras QA visual; Fase 2 reintento 3 (12 fuentes): candidato encontrado pero sigue sin coincidir tras QA visual - agotadas las fuentes permitidas disponibles
prod-00311,TIAMINA 300MG EC,ok,imagenesmedimentos/reales/prod-00311.png,reales,
prod-00457,TOROVITAL SANGRE TORO 1000ML,sin_resolver,imagenesmedimentos/genericas/otros.svg,genericas,Fase 2: sin coincidencia confiable en fuentes permitidas
prod-00326,TORROX ETORICOXIB 120 MG 10 TA,ok,imagenesmedimentos/reales/prod-00326.jpg,reales,
prod-00420,TOTUMO JARABE 240ML FRESLY,corregida,imagenesmedimentos/reales/prod-00420.jpg,reales,"Fase 2: sin coincidencia confiable en fuentes permitidas; Fase 2 reintento 2 (dominios ampliados): candidato encontrado pero sigue sin coincidir tras QA visual; Fase 2 reintento 3 (12 fuentes, incl. Tu Drogueria Virtual): confirmada por QA visual"
prod-00452,TOTUMO JARABE LABFARVE 240ML,ok,imagenesmedimentos/reales/prod-00452.jpg,reales,
prod-00777,TRAT NUTRIBELA SOBRE REPARACIO,ok,imagenesmedimentos/reales/prod-00777.png,reales,
prod-00767,TRATAM CAIDA RESIST 300ML ELVI,ok,imagenesmedimentos/reales/prod-00767.webp,reales,
prod-00768,TRATAM COLLAGENO 300G ELVIVE,corregida,imagenesmedimentos/reales/prod-00768.jpg,reales,"QA visual: foto muestra Elvive Glycolic Gloss, no línea de Colágeno; Fase 2: reemplazada desde fuente permitida (https://www.locatelcolombia.com/7509552992083-tratamiento-elvive-collagen-lifter-x-300g/p)"
prod-00766,TRATAM GLYCOLIC CRITAL 300G ELVIVE,ok,imagenesmedimentos/reales/prod-00766.jpg,reales,
prod-00769,TRATAM GLYCOLIC GLOSS 300G ELV,sin_resolver,imagenesmedimentos/genericas/otros.svg,genericas,Fase 2: sin coincidencia confiable en fuentes permitidas; Fase 2 reintento 2 (dominios ampliados): candidato encontrado pero sigue sin coincidir tras QA visual; Fase 2 reintento 3 (12 fuentes): candidato encontrado pero sigue sin coincidir tras QA visual - agotadas las fuentes permitidas disponibles
prod-00770,TRATAM HIDRAHIALURONICO 300G ELVIVE,corregida,imagenesmedimentos/reales/prod-00770.jpg,reales,"QA visual: foto muestra Elvive Reparación Total 5 con keratina, no Hidra Hialurónico; Fase 2: reemplazada desde fuente permitida (https://www.locatelcolombia.com/7509552847949-tratamiento-elvive-hidra-hialuronico-x-300ml/p)"
prod-00780,TRATAM NUTRIBELA PRO HIALURONI,ok,imagenesmedimentos/reales/prod-00780.png,reales,
prod-00779,TRATAM NUTRIBELA SOBRE CELULAS,ok,imagenesmedimentos/reales/prod-00779.jpg,reales,
prod-00778,TRATAM NUTRIBELA SOBRE TERMOPR,ok,imagenesmedimentos/reales/prod-00778.jpg,reales,
prod-00762,TRATAMI 3 EN 1 HIDRAHIALU 500M,sin_resolver,imagenesmedimentos/genericas/otros.svg,genericas,Fase 2: sin coincidencia confiable en fuentes permitidas
prod-00764,TRATAMI DREAM LISO 300G ELVIVE,ok,imagenesmedimentos/reales/prod-00764.webp,reales,
prod-00761,TRATAMIENTO 3 EN 1 500ML REPAR,corregida,imagenesmedimentos/reales/prod-00761.jpg,reales,"QA visual: foto muestra producto genérico ""Recupera tus Rizos"" 1kg, no Elvive 500ml; Fase 2: reemplazada desde fuente permitida (https://www.locatelcolombia.com/7509552957525-tratamiento-3-en-1-elvive-reparacion-total-5-x-500ml/p)"
prod-00758,TRATAMIENTO REPARA TOTAL5 ELVI,ok,imagenesmedimentos/reales/prod-00758.jpg,reales,
prod-00785,TRAVAD ORAL 133ML LIMON,ok,imagenesmedimentos/reales/prod-00785.jpg,reales,
prod-00567,TRIMEBUTINA MALEATO 200MG,ok,imagenesmedimentos/reales/prod-00567.jpg,reales,
prod-00568,TRIMEBUTINA MALEATO 200MG GENF,ok,imagenesmedimentos/reales/prod-00568.jpg,reales,
prod-00863,TRIMETOPRIM SULFAMETO F GENGAR,sin_resolver,imagenesmedimentos/genericas/otros.svg,genericas,Fase 2: sin coincidencia confiable en fuentes permitidas
prod-00670,TRULULU PIRAMIDAL,corregida,imagenesmedimentos/reales/prod-00670.jpg,reales,"Fase 2: sin coincidencia confiable en fuentes permitidas; Fase 2 reintento 2 (dominios ampliados): candidato encontrado pero sigue sin coincidir tras QA visual; Fase 2 reintento 3 (12 fuentes, incl. Tu Drogueria Virtual): confirmada por QA visual"
prod-00874,VALSARTAN 160MG 14TAB LA SANTE,ok,imagenesmedimentos/reales/prod-00874.jpg,reales,
prod-00371,VENDA 3¨,ok,imagenesmedimentos/reales/prod-00371.png,reales,
prod-00372,VENDA 4¨,ok,imagenesmedimentos/reales/prod-00372.png,reales,
prod-00373,VENDA ELASTICA 5¨,ok,imagenesmedimentos/reales/prod-00373.png,reales,
prod-00374,VENDA ELASTICA 6¨,ok,imagenesmedimentos/reales/prod-00374.png,reales,
prod-00380,VIAGRA SILDENAFIL 50 MG -2TABL,ok,imagenesmedimentos/reales/prod-00380.jpg,reales,
prod-00219,VICK BABY BALM 50G,ok,imagenesmedimentos/reales/prod-00219.jpg,reales,
prod-00218,VICK VAPORUB 50G,ok,imagenesmedimentos/reales/prod-00218.jpg,reales,
prod-00067,WASSERTROL UNGUENTO 5G,ok,imagenesmedimentos/reales/prod-00067.jpg,reales,
prod-00749,WINADEINE F EUROFARMA,sin_resolver,imagenesmedimentos/genericas/otros.svg,genericas,"QA visual: foto muestra Winadeine F de Sanofi, no Eurofarma como indica el nombre; Fase 2: reemplazada desde fuente permitida (https://www.farmatodo.com.co/producto/1050476-acetaminofen--codeina-325mg30mg-winadeine-f-eurofarma-caja-x-10-tabletas); QA2 tras Fase 2: sigue sin coincidir (Muestra marca Sanofi, no Eurofarma); imagen descartada movida a _descartadas_qa2/; Fase 2 reintento 2 (dominios ampliados): candidato encontrado pero sigue sin coincidir tras QA visual; Fase 2 reintento 3 (12 fuentes): candidato encontrado pero sigue sin coincidir tras QA visual - agotadas las fuentes permitidas disponibles"
prod-00149,X RAY DOL TABLETAS,ok,imagenesmedimentos/reales/prod-00149.webp,reales,
prod-00153,YODOPOVIL ESPUMA 60 ML,corregida,imagenesmedimentos/reales/prod-00153.jpg,reales,"QA visual: foto muestra Bactroderm yodopovidona, marca distinta a Yodopovil; Fase 2: reemplazada desde fuente permitida (https://www.farmaciaspasteur.com.co/salud-y-medicamentos-recolectores-alcohol--desinfectantes-y-antisep-bactroderm--yodopovidona--espuma-8-g--frasco-60-ml-093012/p?srsltid=AfmBOoriapm8mvst60iXhQQQCsgZqUiyxC6-rH3_al-9QrnQ0jDoLRzI); QA2 tras Fase 2: sigue sin coincidir (Muestra Bactroderm (Ecar), no Yodopovil); imagen descartada movida a _descartadas_qa2/; Fase 2 reintento 2 (dominios ampliados: Colsubsidio/Olimpica/San Jorge/Exito): confirmada por QA visual"
prod-00154,YODOPOVIL SOLUCION 60ML,corregida,imagenesmedimentos/reales/prod-00154.jpg,reales,Fase 2: sin coincidencia confiable en fuentes permitidas; Fase 2 reintento 2 (dominios ampliados: Colsubsidio/Olimpica/San Jorge/Exito): confirmada por QA visual
prod-00208,CEBION VITAMINA C NARANJA 550M,ok,imagenesmedimentos/reales/prod-00208.webp,reales,
prod-00852,CENTRUM SILVER +50 30 TABLETAS,ok,imagenesmedimentos/reales/prod-00852.jpg,reales,
prod-00851,CENTRUM SILVER WOMEN 50+ 30TAB,ok,imagenesmedimentos/reales/prod-00851.jpg,reales,
